plate	well	y0	mumax	r2	auc	max_od	min_od
A1_1	A1	0.003785148544502558	0.5072640587387052	0.9952060802518659	19.272776583333332	0.492	0.084
A1_1	A10	0.016396320133626463	0.16837335255378316	0.99999085851581615	11.587450083333332	0.3174	0.0838
A1_1	A11	0.004736257213778035	0.4279040971006123	0.9983685055264443	19.362751333333332	0.525	0.084
A1_1	A12	0.015042125132738718	0.3447625441874841	0.9996983863531799	16.45642708333333	0.4142	0.0814
A1_1	A2	0.07756440319045488	0.0016536837142698095	0.9563015966913267	4.01179825	0.08433333333333334	0.083
A1_1	A3	0.01445108224527523	0.32764533230745374	0.9992974749343662	18.48886772222222	0.4642	0.0928
A1_1	A4	0.014948440619096122	0.18056066149772065	0.9999780596989042	11.869748944444444	0.3224	0.084
A1_1	A5	0.015810502367851444	0.3317489134869664	0.9996788109085873	16.16390722222222	0.4028000000000001	0.084
A1_1	A6	0.015487811898715854	0.3358626526292473	0.9996509623715514	16.28622763888889	0.4066	0.084
A1_1	A7	0.016216726071366983	0.2366567841808117	0.9996707782507276	14.696522722222221	0.3864	0.08460000000000001
A1_1	A8	0.003660412223542697	0.16540690706941466	0.9999556388165901	7.300178833333333	0.2584	0.084
A1_1	A9	0.0027944244987345612	0.4458873147894451	0.9986857457134145	17.831358805555556	0.5078	0.0838
A1_1	B1	0.003801973290502492	0.21601859839448304	0.9999875168236857	13.322224416666666	0.4094	0.08679999999999999
A1_1	B10	0.0140373701023476	0.3343134261148321	0.9996924502797501	16.192276194444442	0.4094	0.085
A1_1	B11	0.01683529068157563	0.22285104201181297	0.9997616745545723	15.019687499999998	0.3952	0.086
A1_1	B12	0.016530201163337272	0.3384548322682841	0.9996991239637784	17.687534194444442	0.4416	0.08320000000000001
A1_1	B2	0.013509203038645685	0.3423024550132748	0.9994509454869946	18.326496916666667	0.4588	0.084
A1_1	B3	0.010691131453052116	0.3425544492023665	0.9994753671070362	17.962238888888887	0.455	0.08420000000000001
A1_1	B4	0.016165465747003064	0.1754654171634097	0.9999879275921114	11.596296138888889	0.3164	0.084
A1_1	B5	0.020160425163315315	0.1757289354793497	0.9999321552357975	12.69458336111111	0.3516666666666666	0.08666666666666666
A1_1	B6	0.019300775183995332	0.19451738333774904	0.9998283609874801	13.332803388888887	0.36466666666666664	0.0834
A1_1	B7	0.017203464132015796	0.2312722751268881	0.9997127192803547	15.278137249999999	0.406	0.0852
A1_1	B8	0.005217908585851288	0.16224644528880375	0.9999047382767148	8.434207166666667	0.2752	0.08460000000000001
A1_1	B9	0.017312807214812563	0.22505345582074474	0.9997571382353181	15.233520277777776	0.3988	0.08420000000000001
A1_1	C1	0.0033145744463553128	0.5239051230119414	0.997731485946392	21.935125777777778	0.6092	0.084
A1_1	C10	0.01675362940754046	0.22707304649887633	0.9997705921456491	15.196358722222222	0.3992	0.084
A1_1	C11	3.7906133154059054e-4	0.29148535566604533	0.9940177483199226	15.497078055555555	0.8698	0.084
A1_1	C12	0.016778269779831392	0.22732984687345711	0.9997874137235943	14.804349055555555	0.3872	0.084
A1_1	C2	0.0034051181289105103	0.21524877153087343	0.9999789434963883	12.044206333333332	0.369	0.08320000000000001
A1_1	C3	0.001002487363900348	0.5723038023636715	0.9963663051272211	17.313976444444442	0.945	0.0858
A1_1	C4	0.010789251024066615	0.33959921763545997	0.9995126001142163	18.62244244444444	0.4844	0.084
A1_1	C5	0.014582387240772031	0.33692315062671	0.9996320718579296	15.490911916666665	0.3864	0.083
A1_1	C6	0.017567191933999665	0.22737112790746872	0.9996724179060762	14.498818666666667	0.3812	0.0844
A1_1	C7	0.01821236014031827	0.22988308250913855	0.9996616728977203	14.932917472222222	0.392	0.0848
A1_1	C8	0.005877055302506918	0.15700530901019347	0.9999150956745011	7.92242611111111	0.263	0.08533333333333333
A1_1	C9	0.0175241129705147	0.22238172874165488	0.9997874342968378	14.811477277777776	0.385	0.086
A1_1	D1	0.0055716013963768565	0.46103778491380015	0.9970099557668501	20.849307666666665	0.529	0.08460000000000001
A1_1	D10	0.0028852290930738746	0.38787699721325647	0.9996740647149344	16.451975333333333	0.487	0.0834
A1_1	D11	0.014911745639246004	0.337857563926215	0.999656410664193	16.51505897222222	0.4152	0.084
A1_1	D12	0.015107919495289451	0.32727821116967465	0.9996626324970442	16.075920777777778	0.4042	0.08933333333333333
A1_1	D2	0.014734656135803475	0.32873671250239056	0.9996560244228949	15.164235305555554	0.3826	0.083
A1_1	D3	0.01427891896622009	0.34582242475213826	0.9996828756989224	17.66113411111111	0.4404	0.08460000000000001
A1_1	D4	0.0032751725313079523	0.2026626721808922	0.9999827997457318	12.669195833333331	0.422	0.086
A1_1	D5	0.016670688794474805	0.22551716010134265	0.9997391159404354	14.84420486111111	0.4008000000000001	0.08320000000000001
A1_1	D6	0.017165751961800434	0.22191076751430025	0.9997267504186246	14.662574472222222	0.396	0.084
A1_1	D7	0.007551626342862937	0.1578228923013811	0.9990612667148502	9.521391722222221	0.328	0.08679999999999999
A1_1	D8	0.004695740580453556	0.16201532792691753	0.9999503279026404	7.644885083333333	0.2594	0.083
A1_1	D9	0.018470190371148987	0.22386101117780505	0.9997675545889807	15.243882166666666	0.3978	0.08360000000000001
A1_1	E1	2.9678258256239567e-4	0.3947735983824031	0.9918508148748373	19.260035777777777	1.0102	0.08420000000000001
A1_1	E10	0.006945290059944947	0.21208795416218368	0.9999698832796204	12.797513638888887	0.3642	0.084
A1_1	E11	0.0034691778898392023	0.34433615150445007	0.9997613301775273	15.83594161111111	0.4456	0.084
A1_1	E12	0.010350967788237308	0.32438746808609875	0.9997253924904141	15.72142061111111	0.4038000000000001	0.08433333333333334
A1_1	E2	0.016353130301396242	0.3147758191872047	0.9997061690772362	18.657133194444445	0.4748	0.086
A1_1	E3	0.012221251588937346	0.33349361492841684	0.999623277219136	17.772774194444445	0.4484	0.08433333333333334
A1_1	E4	0.01432478122537086	0.3226229577255374	0.9994492077361522	18.18536608333333	0.46875	0.088
A1_1	E5	0.014021849267349458	0.3154645161793204	0.9996550170166671	17.40725422222222	0.44	0.084
A1_1	E6	0.017592228566733852	0.2227783339223538	0.9997203127234766	14.400679833333331	0.386	0.084
A1_1	E7	0.009662487238139105	0.1497832205503107	0.9999124151255971	8.773899527777777	0.2752	0.0844
A1_1	E8	0.01791662842391703	0.3324797849045298	0.9996729018962843	17.87695522222222	0.4468	0.0838
A1_1	E9	0.01007592811291513	0.34543245672714984	0.99924692702689	17.13689972222222	0.4566	0.084
A1_1	F1	0.004598031869120705	0.5371844021765633	0.9974809585367974	24.433953527777774	0.6198	0.084
A1_1	F10	0.014132840068013654	0.33958136212858764	0.9996571727940842	15.76626586111111	0.399	0.084
A1_1	F11	0.01688561081372715	0.2243393916653919	0.9998067117841731	14.845016249999999	0.3902	0.0844
A1_1	F12	0.013130429673589615	0.3390994352449776	0.9996864074094927	16.332388249999997	0.4114	0.085
A1_1	F2	0.0018372167007892804	0.20257141441020332	0.9997837901370701	15.403041777777776	0.6514	0.085
A1_1	F3	0.013212565130462003	0.34701811361255885	0.9994240945615125	18.37677644444444	0.4602	0.084
A1_1	F4	0.010045432192383163	0.33542842886906177	0.9995697405324268	18.078088583333333	0.464	0.084
A1_1	F5	0.012555818195948068	0.33315272990809003	0.9996800758388958	15.846191055555554	0.3992	0.0834
A1_1	F6	0.0038196754802848317	0.1973470891802668	0.9999853952086329	12.931854833333333	0.457	0.0848
A1_1	F7	0.015372770322875758	0.33633943918757536	0.9996701229165376	16.74720097222222	0.4182	0.0848
A1_1	F8	0.022984619220369765	0.20620952228926928	0.9997676833767458	15.131986472222222	0.4058	0.09
A1_1	F9	0.0030670272037728527	0.38731182258528607	0.9996156530856668	16.449880138888886	0.4818	0.08360000000000001
A1_1	G1	0.0049889420108115675	0.49676524268299	0.9974504198293782	20.118178305555553	0.5138	0.084
A1_1	G10	0.015900430617104614	0.22390569419155787	0.9998153380332357	14.671180472222222	0.3864	0.084
A1_1	G11	0.013854108757385871	0.337420586130962	0.9996734641292653	16.270738138888888	0.4084	0.086
A1_1	G12	0.01434141657321545	0.3460434180516304	0.999663162758694	17.854766944444442	0.4496	0.08420000000000001
A1_1	G2	0.0045107713047024866	0.21207677783507936	0.9999806670511201	12.408007083333333	0.3722	0.08360000000000001
A1_1	G3	0.014070149644439653	0.32516688392793797	0.9995820200452759	17.858967194444443	0.4472	0.084
A1_1	G4	0.011027038964107463	0.34886345746860864	0.9995092707687389	18.81281811111111	0.4838	0.0844
A1_1	G5	0.016540780153846607	0.22240229205830703	0.9995797282148781	13.470406999999998	0.35866666666666663	0.084
A1_1	G6	0.013790209385328548	0.220878421069591	0.9997620252444174	13.577461527777777	0.3688	0.08466666666666667
A1_1	G7	0.0156243732226918	0.3325704454613275	0.999691597228458	16.746905694444443	0.418	0.085
A1_1	G8	0.0039578387110356895	0.1638841729012046	0.9991643956164791	6.615686972222222	0.2398	0.08320000000000001
A1_1	G9	0.0026233383515351337	0.38855877318643284	0.9996809571563797	16.564144499999998	0.4962	0.084
A1_1	H1	0.010230098400696545	0.34552390862525134	0.9996050010968328	17.036079527777776	0.4542	0.084
A1_1	H10	0.017045555752334147	0.22582754776851824	0.9993248347060438	9.625048777777778	0.34199999999999997	0.087
A1_1	H11	0.011342883664940346	0.35258728751218793	0.999535967483682	12.284160027777776	0.3856	0.084
A1_1	H12	0.015095171188753368	0.23400262749305212	0.9997830752491048	13.910776888888888	0.3744	0.08420000000000001
A1_1	H2	0.013912848472197122	0.1830996488541603	0.9999476855535824	10.309149722222221	0.287	0.083
A1_1	H3	0.0015093725680809236	0.18813471174110644	0.9999655722806396	8.1109409166666655	0.29219999999999996	0.084
A1_1	H4	0.01153374412668463	0.32686202054994656	0.9996489660497342	17.7032375	0.4508	0.08360000000000001
A1_1	H5	0.013526182998050173	0.34643463611063596	0.9996201127924167	14.44137636111111	0.3914	0.084
A1_1	H6	0.014514250816929874	0.3435436373353012	0.9995541800920205	15.904579027777777	0.4242	0.084
A1_1	H7	0.016051258513504005	0.22780692974411756	0.9997899382255333	14.734653722222221	0.39233333333333337	0.0844
A1_1	H8	0.006590030066319386	0.14424819415183757	0.999804385574076	5.941809916666666	0.1906	0.084
A1_1	H9	0.0148504572273924	0.22530546134552495	0.9993594253186728	9.711456527777777	0.3366	0.084
A1_2	A1	0.007976512947417531	0.33448923521305957	0.9962647706295751	17.961096666666666	0.5622	0.10033333333333332
A1_2	A10	0.01878893609749228	0.29846101704070377	0.9957525386917816	23.034974305555554	0.8992	0.261
A1_2	A11	0.19261120538620877	0.13394704021432588	0.9980345323454566	32.52640594444444	1.0074	0.536
A1_2	A12	0.16091251145399557	0.1217192498133115	0.9997745935558107	25.95422875	0.6056	0.30266666666666664
A1_2	A2	0.004437900996812986	0.4073633821733221	0.9964896622012365	14.432112555555555	0.5456	0.08833333333333333
A1_2	A3	0.009718097543580842	0.2983098346752866	0.9989407942644468	16.581442527777778	0.5512	0.08833333333333333
A1_2	A4	0.004272928571318726	0.4134457256017236	0.9971734857941796	14.707081027777777	0.6976	0.087
A1_2	A5	0.02987190291550376	0.24522476233728283	0.9995729152888372	14.090397972222222	0.361	0.10066666666666668
A1_2	A6	0.039027437823449	0.22525361493005486	0.9996593349200743	15.670244277777776	0.3958	0.1176
A1_2	A7	0.01073117760823536	0.3459432016473986	0.9963486339609157	30.558861305555553	0.906	0.14433333333333334
A1_2	A8	0.045671928265051454	0.1262898079421388	0.9967386967162525	13.561823833333332	0.328	0.1862
A1_2	A9	0.08777165761284807	0.14713089906390595	0.9984263989492508	24.80812125	0.61075	0.255
A1_2	B1	0.005473477807015671	0.4142480301906295	0.9939212416895813	11.218785833333332	0.5682	0.0896
A1_2	B10	0.025636739052848422	0.25724789362001094	0.999492307096756	16.668181777777775	0.433	0.1066
A1_2	B11	0.007325551691167034	0.39524417654298694	0.9938498256342162	20.568175861111108	0.9784	0.1176
A1_2	B12	0.03605291898767672	0.25127393999170616	0.9904806798952506	13.479785527777777	0.4304	0.1408
A1_2	B2	0.01507864958692375	0.28329722744328323	0.9983261569952927	16.009995583333332	0.5424	0.08466666666666667
A1_2	B3	0.015982686772955418	0.2974480011011388	0.9977976274185654	18.32201727777778	0.5552	0.0858
A1_2	B4	0.005256392211102681	0.4181987597839967	0.9926881716826869	15.428632333333333	0.6996	0.087
A1_2	B5	0.0019664161078316454	0.5091584694694291	0.9984274141797179	33.61916588888889	1.0364	0.0854
A1_2	B6	0.0067773834092226684	0.3833686971933562	0.9984804022824233	33.757634027777776	1.0458	0.08639999999999999
A1_2	B7	0.004755731307416158	0.4169906489599212	0.9986331895989223	32.36962988888889	0.94475	0.08866666666666666
A1_2	B8	0.006862189314632341	0.3752530042546135	0.9732096648538808	9.860991222222221	0.407	0.0906
A1_2	B9	0.005764086955206216	0.3796268992319875	0.98848139166526094	17.567123638888887	0.9506	0.099
A1_2	C1	0.004797545509551775	0.3550781180569211	0.9970201317438516	19.004360055555555	0.6436000000000001	0.08574999999999999
A1_2	C10	0.044373995514390877	0.22009353738274026	0.9968976189008385	34.36515166666666	0.9822	0.1993333333333333
A1_2	C11	0.06371631255992803	0.20685286136042744	0.9884356935874022	19.687932083333333	0.8645999999999999	0.2703333333333333
A1_2	C12	0.10028342969168955	0.15078543299805386	0.9792517019776001	26.96446658333333	0.8602	0.28400000000000003
A1_2	C2	0.008192625815318284	0.34229585977791455	0.9926320130567918	11.51863811111111	0.5582	0.085
A1_2	C3	0.0017890740399101194	0.5620728320738634	0.9995987375795242	45.10191527777778	1.2394	0.085
A1_2	C4	0.01326133455522079	0.2985943369821219	0.9970774074662125	16.01293763888889	0.5988	0.085
A1_2	C5	0.018814422812060277	0.28783748022507016	0.9990174621354759	12.947333583333332	0.3624	0.08733333333333333
A1_2	C6	0.0078069022313308	0.3901925980722635	0.9991032119821356	33.767243416666666	0.967	0.09466666666666666
A1_2	C7	0.00779218535958689	0.40464560864392657	0.998058077395221	35.563363527777774	1.0344	0.1062
A1_2	C8	0.013355906267349883	0.3040563415105031	0.9952606502244886	13.166777305555556	0.5998	0.11233333333333333
A1_2	C9	0.01705315937824983	0.2800543874122377	0.9930113733629606	17.889914777777776	0.45633333333333337	0.14666666666666667
A1_2	D1	0.02572571833822682	0.2099443175122996	0.9995829983568976	16.629792583333334	0.5206000000000001	0.09166666666666666
A1_2	D10	0.005327922108425298	0.3310788788808337	0.9995777430139399	14.017623833333333	0.4	0.08625
A1_2	D11	0.024356859723246898	0.2683798401270549	0.9995281538975329	15.576672916666665	0.4042	0.09375
A1_2	D12	0.021101987749329327	0.26379329885244424	0.9996550596482107	15.091622833333332	0.3794	0.08779999999999999
A1_2	D2	0.0203347817837415	0.27907244679801213	0.9997420836227493	14.829917999999997	0.3614	0.089
A1_2	D3	0.017933114956535618	0.2840801919591561	0.9997411389548863	15.131705222222221	0.3792	0.086
A1_2	D4	0.012843895902502777	0.28815293704060574	0.9964275324599385	10.086103027777778	0.5114	0.086
A1_2	D5	0.008068481196882141	0.381433677110313	0.9991837403185025	34.09666983333333	0.999	0.085
A1_2	D6	0.005554864243194371	0.40178923693187163	0.9986091629404009	33.08861347222222	0.9662	0.085
A1_2	D7	0.012402910180506313	0.3365344122897569	0.9954909112185841	10.008394972222222	0.5772	0.085
A1_2	D8	0.003818668490650393	0.4389853431423896	0.9963630615896782	16.11213872222222	0.6756000000000001	0.0845
A1_2	D9	0.004850201949766606	0.4284666262762169	0.9991671516450962	32.41427508333333	0.9322	0.085
A1_2	E1	0.0048679142187223546	0.4051599572729791	0.9931427385742195	11.322893722222222	0.7728	0.08525
A1_2	E10	0.012661232747146948	0.3222588025490924	0.996782619561301	16.3758575	0.605	0.1396
A1_2	E11	0.021863431851073725	0.23490560938632066	0.9994416665091688	18.861959555555554	0.501	0.1854
A1_2	E12	0.043256550373430694	0.23084688410015805	0.9987586372097457	20.134665055555555	0.5326	0.17866666666666667
A1_2	E2	0.019046599837287983	0.2366873795366792	0.9993754913377932	14.600207555555555	0.4164	0.08766666666666666
A1_2	E3	0.015797439991955323	0.25225464070452025	0.9996632435916784	15.129315944444443	0.405	0.08633333333333333
A1_2	E4	0.017988395768894886	0.237922547462448	0.9992751505636839	15.894219277777777	0.43120000000000003	0.08766666666666666
A1_2	E5	0.0022045015219717126	0.4396723736071501	0.9985205780463934	36.66724330555555	1.1574	0.09
A1_2	E6	0.007385913472239797	0.37409745231228414	0.9977110677842836	28.161952499999998	0.891	0.09133333333333334
A1_2	E7	0.019114816445125287	0.21673981679753176	0.9963937168212852	11.624697194444444	0.5012	0.09766666666666668
A1_2	E8	0.030410514730176984	0.2564287095199011	0.9995770935942931	14.828791916666665	0.3814	0.10233333333333332
A1_2	E9	0.013544761453843524	0.29446275548414647	0.999638810141054	17.74962783333333	0.4674	0.11166666666666666
A1_2	F1	0.018338671935752702	0.25580579805909254	0.9995982798304537	16.390793166666665	0.4848	0.0886
A1_2	F10	0.049207173541130626	0.20734580534325142	0.9995432954464367	17.84434872222222	0.42433333333333334	0.15666666666666668
A1_2	F11	0.0017846565497540942	0.32346409808014853	0.994430482046035	20.98828697222222	1.0084	0.14733333333333332
A1_2	F12	0.05963859360760338	0.19014793947520087	0.9923125580980826	22.291572777777777	0.9488	0.14433333333333334
A1_2	F2	0.026944332117428443	0.2326141043068621	0.9926466959638047	14.143355305555556	0.6304	0.18
A1_2	F3	0.03092666118894939	0.23078642272662772	0.9980977389897039	18.701568944444443	0.4646	0.17433333333333334
A1_2	F4	0.024314448825953402	0.2325306779430563	0.9991049760535001	20.173858194444442	0.5836	0.16033333333333333
A1_2	F5	0.05069954486276152	0.19989606384240663	0.9996082130854709	18.416924666666667	0.4732	0.163
A1_2	F6	0.02281625317179078	0.2637717738327471	0.9937619040348771	12.446444388888889	0.49	0.139
A1_2	F7	0.034431262110618074	0.2371573623593272	0.9994394477350729	14.904282833333333	0.3768	0.12233333333333334
A1_2	F8	0.010934202216803517	0.33644753732894	0.9981350391665276	33.920584444444444	1.0068	0.12433333333333334
A1_2	F9	0.019237482423127346	0.2519206355672377	0.9996044323664137	19.080188916666664	0.555	0.159
A1_2	G1	0.009092011596699366	0.32721282591261985	0.9973800025834632	17.697193805555553	0.5276	0.106
A1_2	G10	0.005714528355563568	0.40453758702904263	0.999132974558975	32.84669802777778	1.2018	0.087
A1_2	G11	0.01978934316854803	0.28151986998286893	0.9996962406710181	15.049104138888888	0.3728	0.08833333333333333
A1_2	G12	0.030882472781187123	0.2533767479979296	0.9994067773263925	17.210581249999997	0.4242	0.098
A1_2	G2	0.00863991414141472	0.34734565983683896	0.9919616096098309	13.595405277777777	0.6214	0.1218
A1_2	G3	0.03790003586207933	0.18773275844961693	0.9994464647123129	18.131262805555554	0.4976	0.1414
A1_2	G4	0.04145030424071904	0.1768205690920946	0.9994644096532441	18.44402294444444	0.4794	0.1588
A1_2	G5	0.006883814798415268	0.3862497184623618	0.9928989350643254	20.495553138888887	0.8012	0.1366666666666667
A1_2	G6	0.0035357929688530315	0.43994033328606313	0.9987495355816093	29.51613925	0.9204	0.10266666666666668
A1_2	G7	0.02289813246342451	0.27482338288894315	0.9994684337204855	13.772704	0.359	0.09333333333333334
A1_2	G8	0.009219368103510617	0.31876774207874914	0.9975853828324943	15.456413999999999	0.5328	0.08866666666666666
A1_2	G9	0.006779317422939254	0.3210351088719808	0.9995845785576641	14.645831472222222	0.4278	0.08825
A1_2	H1	0.012396647857940082	0.32066669292637123	0.9947626614025985	29.642143638888886	1.205	0.203
A1_2	H10	0.017588958009964482	0.2844753951219302	0.9886224100180031	14.229252972222222	0.503	0.179
A1_2	H11	0.01857842467747454	0.28428020196990106	0.9995389532583387	8.031705555555556	0.3618	0.089
A1_2	H12	0.013608569083690654	0.2248042603452969	0.9994504797599097	10.419715722222222	0.4066	0.09566666666666666
A1_2	H2	0.020962915167213478	0.17382201073917825	0.9998378237467955	12.019931166666666	0.3818	0.1218
A1_2	H3	0.01064467889397623	0.3210369878197391	0.9942464079034066	12.10712225	0.595	0.119
A1_2	H4	0.00939557508009436	0.2855535761441343	0.9992281252312152	8.577179555555555	0.3628	0.09166666666666666
A1_2	H5	0.02194781906004904	0.27203696669187144	0.9994708295818931	9.045252222222222	0.3864	0.1014
A1_2	H6	0.02005541133881429	0.2886491483013627	0.9996409503932828	8.415657	0.3816	0.08779999999999999
A1_2	H7	0.015680689292537534	0.218499922478193	0.9995979949918671	12.486907305555555	0.4552	0.10125
A1_2	H8	0.00880640138347174	0.21522793505881	0.9987684150397297	11.752033138888889	0.3524	0.091
A1_2	H9	0.01995139183290511	0.18615713445789825	0.9998331229071481	14.773612194444443	0.3924	0.097
A1_3	A1	0.0896307892007103	0.006394251050504165	0.9208117265366719	4.379334777777777	0.092	0.08966666666666666
A1_3	A10	0.018754499886977798	0.1586413210310925	0.9999900337090364	11.11703536111111	0.304	0.0858
A1_3	A11	0.004820170657430224	0.410250595529858	0.9986762658867914	20.72999658333333	0.538	0.095
A1_3	A12	0.017304986143129482	0.32732287031116414	0.9997391865521451	16.83456272222222	0.4208	0.087
A1_3	A2	0.08565844479547319	0.010920847215239322	0.9312377335810564	4.405507361111111	0.0944	0.09
A1_3	A3	0.07034977094664435	0.00737476775650026	0.9717032807653445	4.20024761111111	0.089	0.086
A1_3	A4	0.018237909618952993	0.16148896144986108	0.9999878671734966	11.032366638888888	0.3038	0.086
